payment_id,user_id,amount,payment_date,plan_type,valid_until,churn_status,renewed,transaction_type,subscription_length,overlapping_subscription,subscription_sequence
T76671989352,16675,7.99,2025-02-23,Standard,2025-03-25,active,True,payment,30,False,2
T61197771120,15966,12.99,2025-02-23,Premium,2025-04-24,active,True,payment,60,False,2
T99058793733,16770,4.99,2025-02-23,Student Plan,2025-03-25,active,True,payment,30,False,2
T75839716993,16025,7.99,2025-02-23,Standard,2025-03-25,active,True,payment,30,False,2
T79225497776,16766,7.99,2025-02-23,Standard,2025-03-25,active,True,payment,30,False,2
T95400715223,15971,12.99,2025-02-23,Premium,2025-04-24,active,True,payment,60,False,2
T77850510559,15973,7.99,2025-02-23,Standard,2025-03-25,active,True,payment,30,False,3
T79519344343,16037,7.99,2025-02-23,Standard,2025-03-25,active,True,payment,30,False,2
T65952163998,15920,4.99,2025-02-23,Student Plan,2025-03-25,active,True,payment,30,False,3
T94771507441,15963,7.99,2025-02-23,Standard,2025-03-25,active,True,payment,30,False,2
T73078206979,16753,4.99,2025-02-23,Student Plan,2025-03-25,active,True,payment,30,False,2
T62474864657,16659,7.99,2025-02-23,Standard,2025-03-25,active,True,payment,30,False,2
T88971407057,16655,12.99,2025-02-23,Premium,2025-04-24,active,True,payment,60,False,2
T95201441915,15271,12.99,2025-02-23,Premium,2025-04-24,churned,False,payment,60,False,4
T87825044832,16726,12.99,2025-02-23,Premium,2025-04-24,active,True,payment,60,False,2
T85272924497,16729,12.99,2025-02-23,Premium,2025-04-24,active,True,payment,60,False,2
T70712383144,16735,4.99,2025-02-23,Student Plan,2025-03-25,active,True,payment,30,False,2
T89055242955,16737,7.99,2025-02-23,Standard,2025-03-25,active,True,payment,30,False,2
T62185355555,15210,7.99,2025-02-23,Standard,2025-03-25,churned,False,payment,30,False,4
T97965102735,16017,7.99,2025-02-23,Standard,2025-03-25,active,True,payment,30,False,3
T76846482876,15951,7.99,2025-02-23,Standard,2025-03-25,active,True,payment,30,False,3
T83706638216,16789,7.99,2025-02-23,Standard,2025-03-25,active,True,payment,30,False,2
T97272366691,16684,7.99,2025-02-23,Standard,2025-03-25,active,True,payment,30,False,2
T99120073097,15957,-1.0,2025-02-23,Student Plan,2025-03-25,active,True,refund/credit,30,False,3
T50834070118,16026,12.99,2025-02-22,Premium,2025-04-23,active,True,payment,60,False,2
T59245223452,16673,4.99,2025-02-22,Student Plan,2025-03-24,active,True,payment,30,False,2
T50980887854,16036,12.99,2025-02-22,Premium,2025-04-23,active,True,payment,60,False,2
T62429239524,15246,4.99,2025-02-22,Student Plan,2025-03-24,active,True,payment,30,False,4
T65779379846,16682,7.99,2025-02-22,Standard,2025-03-24,active,True,payment,30,False,2
T69718246734,16656,7.99,2025-02-22,Standard,2025-03-24,churned,False,payment,30,False,2
T99007954756,16687,4.99,2025-02-22,Student Plan,2025-03-24,active,True,payment,30,False,2
T71832553997,16646,7.99,2025-02-22,Standard,2025-03-24,active,True,payment,30,False,2
T68152082645,16717,12.99,2025-02-22,Premium,2025-04-23,active,True,payment,60,False,2
T57105143398,16632,4.99,2025-02-22,Student Plan,2025-03-24,active,True,payment,30,False,2
T73989842007,15927,4.99,2025-02-22,Student Plan,2025-03-24,active,True,payment,30,False,3
T80678564711,16704,12.99,2025-02-22,Premium,2025-04-23,active,True,payment,60,False,2
T83794769897,16755,7.99,2025-02-22,Standard,2025-03-24,active,True,payment,30,False,2
T90594442634,16706,4.99,2025-02-22,Student Plan,2025-03-24,churned,False,payment,30,False,2
T76131410240,15982,7.99,2025-02-22,Standard,2025-03-24,active,True,payment,30,False,3
T93759760766,15984,7.99,2025-02-22,Standard,2025-03-24,active,True,payment,30,False,3
T85092155762,16759,7.99,2025-02-22,Standard,2025-03-24,active,True,payment,30,False,2
T71021053403,15326,-5.99,2025-02-22,Premium,2025-04-23,active,True,refund/credit,60,False,3
T69367587624,16644,7.99,2025-02-22,Standard,2025-03-24,churned,False,payment,30,False,2
T65003858177,16748,4.99,2025-02-22,Student Plan,2025-03-24,active,True,payment,30,False,2
T94037086983,15910,7.99,2025-02-22,Standard,2025-03-24,active,True,payment,30,False,3
T61887825221,15890,12.99,2025-02-22,Premium,2025-04-23,active,True,payment,60,False,3
T82391244861,15898,7.99,2025-02-22,Standard,2025-03-24,churned,False,payment,30,False,3
T55484716801,16742,7.99,2025-02-22,Standard,2025-03-24,active,True,payment,30,False,2
T58396435721,16662,4.99,2025-02-22,Student Plan,2025-03-24,active,True,payment,30,False,2
T71509054647,15945,-5.99,2025-02-22,Student Plan,2025-03-24,churned,False,refund/credit,30,False,3
T88799783958,15964,4.99,2025-02-22,Student Plan,2025-03-24,churned,False,payment,30,False,3
T87906262783,16744,7.99,2025-02-22,Standard,2025-03-24,active,True,payment,30,False,2
T96719163672,16648,4.99,2025-02-22,Student Plan,2025-03-24,active,True,payment,30,False,2
T62975655378,16649,7.99,2025-02-22,Standard,2025-03-24,active,True,payment,30,False,2
T63975340211,15967,12.99,2025-02-22,Premium,2025-04-23,active,True,payment,60,False,2
T91108087944,16665,7.99,2025-02-22,Standard,2025-03-24,active,True,payment,30,False,2
T82798367596,15823,7.99,2025-02-21,Standard,2025-03-23,active,True,payment,30,False,3
T56399194310,15896,7.99,2025-02-21,Standard,2025-03-23,active,True,payment,30,False,3
T93782381851,15901,4.99,2025-02-21,Student Plan,2025-03-23,churned,False,payment,30,False,3
T89628591283,15900,4.99,2025-02-21,Student Plan,2025-03-23,active,True,payment,30,False,3
T98910361014,15285,12.99,2025-02-21,Premium,2025-04-22,active,True,payment,60,False,3
T81519275981,15325,-5.99,2025-02-21,Standard,2025-03-23,active,True,refund/credit,30,False,3
T86780322413,15283,4.99,2025-02-21,Student Plan,2025-03-23,active,True,payment,30,False,4
T55244677008,16625,12.99,2025-02-21,Premium,2025-04-22,active,True,payment,60,False,2
T80128549936,15949,12.99,2025-02-21,Premium,2025-04-22,active,True,payment,60,False,2
T82431150829,15991,7.99,2025-02-21,Standard,2025-03-23,active,True,payment,30,False,3
T96333511880,16681,7.99,2025-02-21,Standard,2025-03-23,churned,False,payment,30,False,2
T84950461603,16661,4.99,2025-02-21,Student Plan,2025-03-23,churned,False,payment,30,False,2
T96868843446,16624,4.99,2025-02-21,Student Plan,2025-03-23,active,True,payment,30,False,2
T99422234899,16668,7.99,2025-02-21,Standard,2025-03-23,churned,False,payment,30,False,2
T66896378832,16635,12.99,2025-02-21,Premium,2025-04-22,active,True,payment,60,False,2
T97190141312,16607,4.99,2025-02-21,Student Plan,2025-03-23,active,True,payment,30,False,2
T92905144441,16645,4.99,2025-02-21,Student Plan,2025-03-23,active,True,payment,30,False,2
T60822757458,15914,7.99,2025-02-21,Standard,2025-03-23,churned,False,payment,30,False,3
T75899003812,15863,7.99,2025-02-21,Standard,2025-03-23,active,True,payment,30,False,3
T70885405126,15883,12.99,2025-02-21,Premium,2025-04-22,churned,False,payment,60,False,3
T81831502313,15948,12.99,2025-02-21,Premium,2025-04-22,active,True,payment,60,False,2
T86757748128,15824,7.99,2025-02-21,Standard,2025-03-23,active,True,payment,30,False,3
T74401039215,15884,7.99,2025-02-21,Standard,2025-03-23,active,True,payment,30,False,3
T95958541498,15997,4.99,2025-02-21,Student Plan,2025-03-23,active,True,payment,30,False,3
T64242441545,15316,7.99,2025-02-21,Standard,2025-03-23,active,True,payment,30,False,3
T86508375404,16711,7.99,2025-02-21,Standard,2025-03-23,active,True,payment,30,False,2
T65997590129,15940,7.99,2025-02-21,Standard,2025-03-23,active,True,payment,30,False,3
T79764913059,15217,3.141689,2025-02-21,Student Plan,2025-03-23,active,True,payment,30,False,4
T70768928580,15923,7.99,2025-02-21,Standard,2025-03-23,active,True,payment,30,False,3
T77422898641,15970,12.99,2025-02-21,Premium,2025-04-22,active,True,payment,60,False,3
T70242826342,15955,12.99,2025-02-21,Premium,2025-04-22,active,True,payment,60,False,2
T59332593297,15969,12.99,2025-02-21,Premium,2025-04-22,active,True,payment,60,False,2
T94363836437,16697,7.99,2025-02-21,Standard,2025-03-23,active,True,payment,30,False,2
T78456898809,16630,7.99,2025-02-21,Standard,2025-03-23,active,True,payment,30,False,2
T91767045810,16627,4.99,2025-02-21,Student Plan,2025-03-23,active,True,payment,30,False,2
T75626493368,15974,12.99,2025-02-21,Premium,2025-04-22,active,True,payment,60,False,2
T61627660633,15931,4.99,2025-02-21,Student Plan,2025-03-23,active,True,payment,30,False,3
T59997358162,16610,4.99,2025-02-21,Student Plan,2025-03-23,churned,False,payment,30,False,2
T59624090582,16691,7.99,2025-02-21,Standard,2025-03-23,active,True,payment,30,False,2
T77200028391,15845,4.99,2025-02-21,Student Plan,2025-03-23,active,True,payment,30,False,3
T82308712860,15935,12.99,2025-02-21,Premium,2025-04-22,churned,False,payment,60,False,2
T85268724392,15902,7.99,2025-02-21,Standard,2025-03-23,active,True,payment,30,False,3
T55115074070,15206,7.99,2025-02-21,Standard,2025-03-23,churned,False,payment,30,False,4
T65533663256,16603,7.99,2025-02-21,Standard,2025-03-23,churned,False,payment,30,False,2
T95268125178,15253,7.99,2025-02-21,Standard,2025-03-23,churned,False,payment,30,False,4
T76278923112,15229,4.99,2025-02-21,Student Plan,2025-03-23,active,True,payment,30,False,4
T87481783548,15978,12.99,2025-02-21,Premium,2025-04-22,active,True,payment,60,False,2
T98312224199,16708,7.99,2025-02-21,Standard,2025-03-23,active,True,payment,30,False,2
T92604876589,16621,7.99,2025-02-20,Standard,2025-03-22,active,True,payment,30,False,2
T96532911371,15905,12.99,2025-02-20,Premium,2025-04-21,active,True,payment,60,False,2
T69600740494,15800,12.99,2025-02-20,Premium,2025-04-21,active,True,payment,60,False,3
T97139419901,15921,12.99,2025-02-20,Premium,2025-04-21,active,True,payment,60,False,2
T84575733338,15833,7.99,2025-02-20,Standard,2025-03-22,active,True,payment,30,False,3
T78685160703,16580,12.99,2025-02-20,Premium,2025-04-21,active,True,payment,60,False,2
T78449181972,16689,7.99,2025-02-20,Standard,2025-03-22,active,True,payment,30,False,2
T96261198760,16669,4.99,2025-02-20,Student Plan,2025-03-22,active,True,payment,30,False,2
T97743809738,15996,12.99,2025-02-20,Premium,2025-04-21,active,True,payment,60,False,2
T86701934154,15340,12.99,2025-02-20,Premium,2025-04-21,active,True,payment,60,False,3
T61252835370,16672,4.99,2025-02-20,Student Plan,2025-03-22,active,True,payment,30,False,2
T87546519458,16640,4.99,2025-02-20,Student Plan,2025-03-22,active,True,payment,30,False,2
T94620238868,16611,7.99,2025-02-20,Standard,2025-03-22,active,True,payment,30,False,2
T73823217768,16629,7.99,2025-02-20,Standard,2025-03-22,churned,False,payment,30,False,2
T86343469233,15934,4.99,2025-02-20,Student Plan,2025-03-22,active,True,payment,30,False,3
T85090559527,15809,7.99,2025-02-20,Standard,2025-03-22,active,True,payment,30,False,3
T86100304712,16593,7.99,2025-02-20,Standard,2025-03-22,active,True,payment,30,False,2
T85086021070,15277,12.99,2025-02-20,Premium,2025-04-21,active,True,payment,60,False,4
T50891012093,15906,7.99,2025-02-20,Standard,2025-03-22,active,True,payment,30,False,3
T99358059194,16674,7.99,2025-02-20,Standard,2025-03-22,active,True,payment,30,False,2
T67546013564,15871,7.99,2025-02-20,Standard,2025-03-22,active,True,payment,30,False,3
T73532388074,15976,12.99,2025-02-20,Premium,2025-04-21,active,True,payment,60,False,2
T73430989582,15877,12.99,2025-02-20,Premium,2025-04-21,active,True,payment,60,False,3
T60390563495,16658,7.99,2025-02-20,Standard,2025-03-22,active,True,payment,30,False,2
T91758243443,15153,4.99,2025-02-20,Student Plan,2025-03-22,churned,False,payment,30,False,4
T62264689337,15924,4.99,2025-02-20,Student Plan,2025-03-22,active,True,payment,30,False,3
T64987942054,15988,12.99,2025-02-20,Premium,2025-04-21,churned,False,payment,60,False,2
T73186661491,16667,7.99,2025-02-20,Standard,2025-03-22,active,True,payment,30,False,2
T67809756809,15155,7.99,2025-02-20,Standard,2025-03-22,churned,False,payment,30,False,4
T59001515867,15166,7.99,2025-02-20,Standard,2025-03-22,active,True,payment,30,False,4
T95673399221,16598,7.99,2025-02-20,Standard,2025-03-22,active,True,payment,30,False,2
T83795646545,16583,7.99,2025-02-20,Standard,2025-03-22,active,True,payment,30,False,2
T69558219627,16545,4.99,2025-02-19,Student Plan,2025-03-21,active,True,payment,30,False,2
T62952028739,16564,12.99,2025-02-19,Premium,2025-04-20,active,True,payment,60,False,2
T79099500155,16650,7.99,2025-02-19,Standard,2025-03-21,active,True,payment,30,False,2
T83374259345,16617,3.141689,2025-02-19,Student Plan,2025-03-21,active,True,payment,30,False,2
T69594531784,16551,4.99,2025-02-19,Student Plan,2025-03-21,active,True,payment,30,False,2
T54732154069,16559,7.99,2025-02-19,Standard,2025-03-21,active,True,payment,30,False,2
T88826037137,15293,7.99,2025-02-19,Standard,2025-03-21,active,True,payment,30,False,3
T97562063782,16565,7.99,2025-02-19,Standard,2025-03-21,active,True,payment,30,False,2
T77939770579,16663,7.99,2025-02-19,Standard,2025-03-21,active,True,payment,30,False,2
T93326887464,16597,4.99,2025-02-19,Student Plan,2025-03-21,active,True,payment,30,False,2
T69828753080,16615,7.99,2025-02-19,Standard,2025-03-21,churned,False,payment,30,False,2
T90487434645,16578,4.99,2025-02-19,Student Plan,2025-03-21,active,True,payment,30,False,2
T78309989688,16639,4.99,2025-02-19,Student Plan,2025-03-21,churned,False,payment,30,False,2
T51020224604,15808,12.99,2025-02-19,Premium,2025-04-20,active,True,payment,60,False,3
T54785630073,15828,7.99,2025-02-19,Standard,2025-03-21,active,True,payment,30,False,3
T81926438776,15191,7.99,2025-02-19,Standard,2025-03-21,churned,False,payment,30,False,4
T58454263575,15268,12.99,2025-02-19,Premium,2025-04-20,active,True,payment,60,False,3
T55033696143,15861,7.99,2025-02-19,Standard,2025-03-21,active,True,payment,30,False,3
T72171345918,15207,7.99,2025-02-19,Standard,2025-03-21,active,True,payment,30,False,4
T54225754956,15846,7.99,2025-02-19,Standard,2025-03-21,active,True,payment,30,False,3
T81899327164,15278,7.99,2025-02-19,Standard,2025-03-21,active,True,payment,30,False,4
T87117463480,15837,7.99,2025-02-19,Standard,2025-03-21,active,True,payment,30,False,3
T63740940094,15827,7.99,2025-02-19,Standard,2025-03-21,active,True,payment,30,False,3
T52817852867,15915,7.99,2025-02-19,Standard,2025-03-21,active,True,payment,30,False,3
T70029965987,15826,7.99,2025-02-19,Standard,2025-03-21,active,True,payment,30,False,3
T94115638114,15231,12.99,2025-02-19,Premium,2025-04-20,active,True,payment,60,False,3
T82857948458,15803,7.99,2025-02-19,Standard,2025-03-21,active,True,payment,30,False,3
T70597273592,15802,7.99,2025-02-19,Standard,2025-03-21,churned,False,payment,30,False,3
T81051406461,15796,7.99,2025-02-19,Standard,2025-03-21,active,True,payment,30,False,3
T97648099227,15257,7.99,2025-02-19,Standard,2025-03-21,active,True,payment,30,False,4
T54652815384,15258,4.99,2025-02-19,Student Plan,2025-03-21,active,True,payment,30,False,4
T95214427853,15904,12.99,2025-02-19,Premium,2025-04-20,active,True,payment,60,False,2
T62160474723,15197,4.99,2025-02-19,Student Plan,2025-03-21,active,True,payment,30,False,4
T90459112807,15959,12.99,2025-02-19,Premium,2025-04-20,active,True,payment,60,False,2
T79951289659,15936,7.99,2025-02-19,Standard,2025-03-21,churned,False,payment,30,False,3
T63728415652,15916,7.99,2025-02-19,Standard,2025-03-21,active,True,payment,30,False,3
T74931900667,15947,7.99,2025-02-19,Standard,2025-03-21,churned,False,payment,30,False,3
T64819724081,15943,12.99,2025-02-19,Premium,2025-04-20,active,True,payment,60,False,2
T51354141921,15965,7.99,2025-02-19,Standard,2025-03-21,active,True,payment,30,False,2
T51368632852,16637,7.99,2025-02-18,Standard,2025-03-20,active,True,payment,30,False,2
T82136948422,15243,4.99,2025-02-18,Student Plan,2025-03-20,churned,False,payment,30,False,3
T67993321056,16623,7.99,2025-02-18,Standard,2025-03-20,active,True,payment,30,False,2
T70424056066,16622,12.99,2025-02-18,Premium,2025-04-19,active,True,payment,60,False,2
T55119651728,15120,7.99,2025-02-18,Standard,2025-03-20,active,True,payment,30,False,4
T61625268120,16618,7.99,2025-02-18,Standard,2025-03-20,active,True,payment,30,False,2
T53519337067,16548,4.99,2025-02-18,Student Plan,2025-03-20,churned,False,payment,30,False,2
T62670423069,15821,7.99,2025-02-18,Standard,2025-03-20,active,True,payment,30,False,3
T58437668050,15794,4.99,2025-02-18,Student Plan,2025-03-20,active,True,payment,30,False,3
T96483974488,15228,12.99,2025-02-18,Premium,2025-04-19,active,True,payment,60,False,4
T79405524963,15777,4.99,2025-02-18,Student Plan,2025-03-20,active,True,payment,30,False,3
T79183199015,16643,7.99,2025-02-18,Standard,2025-03-20,active,True,payment,30,False,2
T65357643423,16638,7.99,2025-02-18,Standard,2025-03-20,active,True,payment,30,False,2
T92871016017,15822,7.99,2025-02-18,Standard,2025-03-20,active,True,payment,30,False,3
T94694523075,15233,7.99,2025-02-18,Standard,2025-03-20,churned,False,payment,30,False,4
T57765580503,16594,7.99,2025-02-18,Standard,2025-03-20,churned,False,payment,30,False,2
T87322880867,16555,4.99,2025-02-18,Student Plan,2025-03-20,active,True,payment,30,False,2
T57454509892,16560,4.99,2025-02-18,Student Plan,2025-03-20,active,True,payment,30,False,2
T76632345050,15847,7.99,2025-02-18,Standard,2025-03-20,churned,False,payment,30,False,3
T96980161805,15922,7.99,2025-02-18,Standard,2025-03-20,active,True,payment,30,False,2
T65059797983,15850,4.99,2025-02-18,Student Plan,2025-03-20,active,True,payment,30,False,3
T63430251736,15859,12.99,2025-02-18,Premium,2025-04-19,active,True,payment,60,False,3
T93162152839,15176,7.99,2025-02-18,Standard,2025-03-20,churned,False,payment,30,False,4
T70842962781,16602,7.99,2025-02-18,Standard,2025-03-20,active,True,payment,30,False,2
T52369830452,15880,12.99,2025-02-18,Premium,2025-04-19,churned,False,payment,60,False,2
T64170626982,16586,7.99,2025-02-18,Standard,2025-03-20,active,True,payment,30,False,2
T55066720629,15192,7.99,2025-02-18,Standard,2025-03-20,active,True,payment,30,False,4
T86392167696,15917,7.99,2025-02-18,Standard,2025-03-20,active,True,payment,30,False,3
T72156202971,16591,7.99,2025-02-18,Standard,2025-03-20,active,True,payment,30,False,2
T50927098181,15895,12.99,2025-02-18,Premium,2025-04-19,active,True,payment,60,False,2
T53585405608,15261,7.99,2025-02-18,Standard,2025-03-20,active,True,payment,30,False,4
T71409956715,15858,4.99,2025-02-18,Student Plan,2025-03-20,active,True,payment,30,False,3
T74570593597,15290,12.99,2025-02-18,Premium,2025-04-19,churned,False,payment,60,False,3
T69524304807,15745,12.99,2025-02-17,Premium,2025-04-18,active,True,payment,60,False,3
T53742778632,15158,7.99,2025-02-17,Standard,2025-03-19,active,True,payment,30,False,4
T68047576310,15117,12.99,2025-02-17,Premium,2025-04-18,active,True,payment,60,False,4
T81949324626,15908,-1.0,2025-02-17,Premium,2025-04-18,churned,False,refund/credit,60,False,2
T79899292413,15864,12.99,2025-02-17,Premium,2025-04-18,active,True,payment,60,False,3
T95826911219,15811,4.99,2025-02-17,Student Plan,2025-03-19,active,True,payment,30,False,3
T76384113790,16585,7.99,2025-02-17,Standard,2025-03-19,churned,False,payment,30,False,2
T88991083127,16616,7.99,2025-02-17,Standard,2025-03-19,churned,False,payment,30,False,2
T95497735582,15874,12.99,2025-02-17,Premium,2025-04-18,active,True,payment,60,False,2
T87862611618,15878,7.99,2025-02-17,Standard,2025-03-19,active,True,payment,30,False,3
T92337576379,15879,4.99,2025-02-17,Student Plan,2025-03-19,active,True,payment,30,False,3
T97302186794,16536,12.99,2025-02-17,Premium,2025-04-18,active,True,payment,60,False,2
T58066411475,16530,4.99,2025-02-17,Student Plan,2025-03-19,active,True,payment,30,False,2
T65324169415,15202,12.99,2025-02-17,Premium,2025-04-18,churned,False,payment,60,False,3
T80189849790,15881,4.99,2025-02-17,Student Plan,2025-03-19,active,True,payment,30,False,3
T90423877537,15932,12.99,2025-02-17,Premium,2025-04-18,active,True,payment,60,False,2
T98525222556,16587,4.99,2025-02-17,Student Plan,2025-03-19,active,True,payment,30,False,2
T57905806787,15919,12.99,2025-02-17,Premium,2025-04-18,active,True,payment,60,False,2
T94264772902,15177,7.99,2025-02-17,Standard,2025-03-19,active,True,payment,30,False,4
T74607192270,15791,7.99,2025-02-17,Standard,2025-03-19,active,True,payment,30,False,3
T51279137499,15889,7.99,2025-02-17,Standard,2025-03-19,active,True,payment,30,False,2
T53177501909,15178,7.99,2025-02-17,Standard,2025-03-19,active,True,payment,30,False,4
T91866716272,15911,12.99,2025-02-17,Premium,2025-04-18,active,True,payment,60,False,2
T90983657338,16620,4.99,2025-02-17,Student Plan,2025-03-19,churned,False,payment,30,False,2
T52108435987,16582,4.99,2025-02-17,Student Plan,2025-03-19,active,True,payment,30,False,2
T82493193074,16552,4.99,2025-02-17,Student Plan,2025-03-19,active,True,payment,30,False,2
T83717518579,16554,-1.0,2025-02-17,Student Plan,2025-03-19,active,True,refund/credit,30,False,2
T90534540039,15856,7.99,2025-02-17,Standard,2025-03-19,active,True,payment,30,False,3
T51146495863,15832,12.99,2025-02-17,Premium,2025-04-18,active,True,payment,60,False,2
T93411121237,16563,7.99,2025-02-17,Standard,2025-03-19,active,True,payment,30,False,2
T74743112096,15829,7.99,2025-02-17,Standard,2025-03-19,churned,False,payment,30,False,3
T96977837218,16557,7.99,2025-02-17,Standard,2025-03-19,active,True,payment,30,False,2
T62344794811,15224,12.99,2025-02-17,Premium,2025-04-18,active,True,payment,60,False,3
T74368882077,16575,7.99,2025-02-17,Standard,2025-03-19,churned,False,payment,30,False,2
T70895961500,15853,7.99,2025-02-17,Standard,2025-03-19,active,True,payment,30,False,2
T93009526674,15099,4.99,2025-02-17,Student Plan,2025-03-19,active,True,payment,30,False,4
T90126344820,15203,12.99,2025-02-17,Premium,2025-04-18,active,True,payment,60,False,3
T60676907505,15851,12.99,2025-02-17,Premium,2025-04-18,active,True,payment,60,False,2
T50292820216,16569,7.99,2025-02-16,Standard,2025-03-18,churned,False,payment,30,False,2
T51753014004,15899,7.99,2025-02-16,Standard,2025-03-18,active,True,payment,30,False,2
T75436563701,16526,7.99,2025-02-16,Standard,2025-03-18,churned,False,payment,30,False,2
T63193838688,15787,12.99,2025-02-16,Premium,2025-04-17,active,True,payment,60,False,3
T82173814325,15792,7.99,2025-02-16,Standard,2025-03-18,active,True,payment,30,False,3
T99507025236,16571,7.99,2025-02-16,Standard,2025-03-18,active,True,payment,30,False,2
T50404107626,15209,-5.99,2025-02-16,Premium,2025-04-17,active,True,refund/credit,60,False,3
T53345940887,15907,12.99,2025-02-16,Premium,2025-04-17,active,True,payment,60,False,2
T52863309945,16522,4.99,2025-02-16,Student Plan,2025-03-18,active,True,payment,30,False,2
T85010275195,15795,4.99,2025-02-16,Student Plan,2025-03-18,active,True,payment,30,False,3
T53376902444,15839,12.99,2025-02-16,Premium,2025-04-17,active,True,payment,60,False,2
T89660254496,16524,4.99,2025-02-16,Student Plan,2025-03-18,active,True,payment,30,False,2
T62351408359,15739,7.99,2025-02-16,Standard,2025-03-18,churned,False,payment,30,False,3
T86977458709,16533,4.99,2025-02-16,Student Plan,2025-03-18,active,True,payment,30,False,2
T65931311658,15799,12.99,2025-02-16,Premium,2025-04-17,active,True,payment,60,False,2
T60843973800,15204,7.99,2025-02-16,Standard,2025-03-18,churned,False,payment,30,False,3
T83198211439,15836,7.99,2025-02-16,Standard,2025-03-18,active,True,payment,30,False,2
T54575503900,15820,7.99,2025-02-16,Standard,2025-03-18,active,True,payment,30,False,2
T76574133640,15241,12.99,2025-02-16,Premium,2025-04-17,active,True,payment,60,False,3
T59894330892,16558,7.99,2025-02-16,Standard,2025-03-18,active,True,payment,30,False,2
T69846074752,15805,12.99,2025-02-16,Premium,2025-04-17,active,True,payment,60,False,2
T55885733607,16540,7.99,2025-02-16,Standard,2025-03-18,active,True,payment,30,False,2
T58552593132,16574,7.99,2025-02-16,Standard,2025-03-18,active,True,payment,30,False,2
T64706298403,16553,4.99,2025-02-16,Student Plan,2025-03-18,active,True,payment,30,False,2
T91193722918,15198,12.99,2025-02-16,Premium,2025-04-17,churned,False,payment,60,False,4
T59667250412,16547,12.99,2025-02-16,Premium,2025-04-17,active,True,payment,60,False,2
T56430167461,15862,7.99,2025-02-16,Standard,2025-03-18,active,True,payment,30,False,3
T83545856461,16549,4.99,2025-02-16,Student Plan,2025-03-18,active,True,payment,30,False,2
T78472695074,16550,7.99,2025-02-16,Standard,2025-03-18,active,True,payment,30,False,2
T79300696106,16511,4.99,2025-02-16,Student Plan,2025-03-18,active,True,payment,30,False,2
T77506817608,16520,7.99,2025-02-16,Standard,2025-03-18,active,True,payment,30,False,2
T73775188825,15111,-1.0,2025-02-16,Standard,2025-03-18,active,True,refund/credit,30,False,4
T81013564809,15160,4.99,2025-02-16,Student Plan,2025-03-18,active,True,payment,30,False,4
T70494067474,15772,4.99,2025-02-16,Student Plan,2025-03-18,churned,False,payment,30,False,3
T79220991096,16497,7.99,2025-02-16,Standard,2025-03-18,active,True,payment,30,False,2
T67922065842,15918,12.99,2025-02-16,Premium,2025-04-17,active,True,payment,60,False,2
T87270916770,16493,7.99,2025-02-16,Standard,2025-03-18,active,True,payment,30,False,2
T89230897387,16543,4.99,2025-02-15,Student Plan,2025-03-17,active,True,payment,30,False,2
T92164876923,16556,4.99,2025-02-15,Student Plan,2025-03-17,active,True,payment,30,False,2
T84168222953,15857,7.99,2025-02-15,Standard,2025-03-17,active,True,payment,30,False,3
T93893028136,15751,4.99,2025-02-15,Student Plan,2025-03-17,active,True,payment,30,False,3
T72518235115,16529,7.99,2025-02-15,Standard,2025-03-17,active,True,payment,30,False,2
T93500020605,16500,4.99,2025-02-15,Student Plan,2025-03-17,active,True,payment,30,False,2
T71547147200,16531,12.99,2025-02-15,Premium,2025-04-16,churned,False,payment,60,False,2
T99346380533,16566,4.99,2025-02-15,Student Plan,2025-03-17,active,True,payment,30,False,2
T60868060141,16488,12.99,2025-02-15,Premium,2025-04-16,active,True,payment,60,False,2
T98473380826,16461,4.99,2025-02-15,Student Plan,2025-03-17,active,True,payment,30,False,2
T72427847716,15139,7.99,2025-02-15,Standard,2025-03-17,active,True,payment,30,False,4
T87217215967,16537,4.99,2025-02-15,Student Plan,2025-03-17,active,True,payment,30,False,2
T53388751284,15116,7.99,2025-02-15,Standard,2025-03-17,active,True,payment,30,False,3
T86625941401,15807,12.99,2025-02-15,Premium,2025-04-16,active,True,payment,60,False,2
T59882787043,15817,12.99,2025-02-15,Premium,2025-04-16,active,True,payment,60,False,2
T82062473915,15726,7.99,2025-02-15,Standard,2025-03-17,active,True,payment,30,False,3
T61055307523,15810,12.99,2025-02-15,Premium,2025-04-16,active,True,payment,60,False,2
T85813088690,15119,7.99,2025-02-15,Standard,2025-03-17,active,True,payment,30,False,4
T79992364348,15766,7.99,2025-02-15,Standard,2025-03-17,active,True,payment,30,False,3
T67126821494,15174,4.99,2025-02-15,Student Plan,2025-03-17,active,True,payment,30,False,4
T98286919455,15872,12.99,2025-02-15,Premium,2025-04-16,active,True,payment,60,False,2
T83005876898,16504,12.99,2025-02-15,Premium,2025-04-16,active,True,payment,60,False,2
T97091352388,16519,7.99,2025-02-15,Standard,2025-03-17,active,True,payment,30,False,2
T95919114972,15849,4.99,2025-02-15,Student Plan,2025-03-17,churned,False,payment,30,False,3
T79663967275,16508,7.99,2025-02-15,Standard,2025-03-17,active,True,payment,30,False,2
T68605475519,15702,4.99,2025-02-15,Student Plan,2025-03-17,active,True,payment,30,False,3
T52471680335,16512,7.99,2025-02-15,Standard,2025-03-17,active,True,payment,30,False,2
T73775017815,16481,7.99,2025-02-15,Standard,2025-03-17,active,True,payment,30,False,2
